question,targets,base_model
Which leading Libyan revolutionary was killed in the Second Gulf of Sidra offensive?,0,1
Are both Jacobo Morales and Jean Dréville of Puerto Rican descent?,0,1
Are both Home on the Range and Ice Princess American films?,1,1
"What former jeans model starred in the South Korean film, Always?",1,1
What nationality are Muhammad Baqir Yazdi and Rumi?,1,1
What university houses the speech pathology and audiology programs named after the conductor of the Monster Study?,1,1
"In what city is the network based, that aired SpongeBob SquarePants?",0,1
The Trenton Prong is a section of the Piedmont province of what that was formed roughly 480 million years ago?,1,1
What did Philip Bertie's father style from 1642 to 1666,0,1
"Harry Potter and the Deathly Hallows is the seventh and final novel of the ""Harry Potter"" series, the series ended that began in 1997 with the publication of which J. K. Rowling novel?",1,1
 James Cameron's Dark Angel starred the actress who was nominated for what award for her portrayal in the movie?,1,1
The Roper steam velocipede was built by the inventor and builder from what city?,1,1
"Which landmark civil rights decision of the United States Supreme Court involved the issue of interracial marriage that used the Latin phrase "" Et uxor?""",0,1
Where Men Win Glory is a biography of which football player who enlisted in the US Army?,0,1
"Which is a type of tree, Dracaena or Cypripedium?",0,1
Which movie staring Isabel Lucas also starred Ethan Hawke as a hematologist?,1,1
Paul N. J. Ottosson was nominated for what regarding his work on the sequel to the 2002 film Spider-Man?,0,1
What college team did brothers Colt and Case McCoy play for?,0,1
What channel broadcasts the 2015 event that Alex Bellemare took Bronze in?,1,1
Glyptotermes minutus is a pest of a flowering tree in the pea family named what?,1,1
"Alan Clayson, is an English singer-songwriter, author and music journalist, among his many books include the biography of Jacques Brel, Belgian singer, songwriter, actor and director who composed and performed literate, thoughtful, and theatrical songs that generated a large, devoted following—initially in which two countries?",0,1
What is the singer of Mamo known for?,0,1
Are both Pan Anzi and Norman Foster considered to be film directors ?,1,1
On what date did this series premier that is an American animated superhero action-comedy television series and stars a fictional character named Blisstina Utonium?,0,1
What school formerly known as New School University did Susan Wheeler teach at?,1,1
"Sam Willoughby (born 15 August 1991 in Bedford Park, South Australia) is an Australian BMX cyclist also known as 'the BMX bandit', Bedford Park is a southern suburb of where, in South Australia?",1,1
Ozell Jones played in the CBA for a team that was admitted to the CBA in what year ?,1,1
When was the Free will theorem published in the Foundations of Physics/,0,1
"When did the person who finished ahead of Chris Thompson in the 10,000 metres at the 2010 European Athletics Championships announce his intention to switch wholly to road racing?",0,1
What is the real name of the rapper who made Split Personality?,0,1
In what county is The Troy Historic Village located?,1,1
What case did Thurgood Marshall argue which established the unconstitutionality of separate schools for black and white students?,0,1
"TalkOrigins Archive presents what perspective that is less compatible with mainstream scientific thought on the issues of physics, chemistry, geology, and the age of the Earth?",0,1
Which American novelist born in 1936 was compared to the author or Propinquity?,1,1
Sara Lee Lucas was part of India Loves You with what lead guitarist of Marilyn Manson?,1,1
In what year was the camp opened that is between the city of Wodonga and the dam across the Murray River downstream of its junction with the Mitta River?,0,1
What television series featuring Albert Reed Jr. aired on CBS between 1974 and 1979?,1,1
Which documentary came out first out of Gasland and The Truth According to Wikipedia?,1,1
Coddle is an Irish dish that can also include barley and an Irish dry stout brewed in almost 50 what?,1,1
what does Diamond at the Summit and Summit Place Mall have in common?,1,1
"The former college and professional football player known for the horse-collar tackle, earned how many straight Pro Bowl selections from 2003 to 2007?",1,1
"""Electrical Storm"" is a song by Irish rock band U2, they performed it on the second concert of which worldwide concert tour by rock band U2, launched in support of the group's 2009 album ""No Line on the Horizon""?",1,1
"Wolfgang Amadeus Mozart displayed scatological humour, in his letters and a few recreational compositions, he was baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the which era?",0,1
"Dimitri Zinovievich Tiomkin, was a Russian-born American film composer and conductor, musically trained in Russia, he was best known for his western scores, including High Noon, released in which year, an American Western film produced by Stanley Kramer from a screenplay by Carl Foreman, directed by Fred Zinnemann, and starring Gary Cooper?",1,1
American Revenge will star which Hong Kong actor in the title role?,1,1
"Which character did this American from the 1970 film ""The Phantom Tollbooth"" voice in ""Peter Pan"" (1953)?",0,1
123 Albert Street has a style that is from the philosophy that took hold during what time frame?,1,1
Pres and Sweets is an album by saxophonist Lester Young and a trumpeter that is a member of what orchestra?,1,1
"What song on the album No Protection was a No. 1 in the ""Billboard"" Hot 100 in April 1987?",1,1
Who served as a Major General during the global war that lasted from 1939 to 1945?,1,1
Tightrope starred the actor who achieved success in what TV series?,0,1
College bass fishing includes a Bassmaster tournament sponsored by the clothing company founded in what year?,0,1
Bad Meets Evil was a duo that formed because of a mutual friend from what city?,0,1
"Who died first, Billy Mackenzie or Simon Neil?",0,1
"Simon WIlliam Gamble played non league football for what club located in Lincolnshire, England?",1,1
"What is the name of this multi-purpose indoor arena in Uniondale, New York, that housed the Toronto Tomahawks, following the completion of their 1974 season?",1,1
"Hiroaki Sato fought which Japanese mixed martial artist born on July 21, 1981?",1,1
 John Brinkkotter made his debut in Round One of the 92nd season of the elite what?,0,1
"Which record producer helped produce the album ""I Brought You My Bullets, You Brought Me Your Love?""",0,1
"What type of music did this American group consisting of four members, to which Sona Family has been compared, originally perform?",1,1
What is the capital of the region of Italy in which San Raimondo is loacted?,1,1
Are the genus Elodea and Pinellia native to the same areas of the world ?,1,1
Have Davey Havok and Dickie Peterson both released solo albums?,0,1
One of the Formula One drivers for Germany in 2016 does not speak what language despite knowing 5?,0,1
"Hungry Howie's Pizza & Subs, Inc., also known as Hungry Howie's Pizza, is a franchise and the 11th largest pizza chain in the United States, with over 550 locations, it's products include pizza, calzone-style subs, and which cuisine of the United States, is an unbreaded chicken wing section (flat or drumette) that is generally deep-fried then coated in a sauce consisting of a vinegar-based cayenne pepper hot sauce and melted butter prior to serving?",1,1
Tulips starred which actor who was born in 1945?,1,1
Shaman was assembled from musicians who left what metal band?,1,1
What is the name of the segment of US 78 that was designed to allow more direct connections between cities in the southeast?,0,1
Richard Hewes was a politician from a town in what Maine county?,0,1
"Are University of Maryland, College Park and Lipscomb University in the same state?",1,1
"Indiana Central Canal and North Shore Channel, are related to water?",1,1
In what year was the Spanish football team that plays in Segunda División B – Group 4 and features Francisco Javier Pérez Páez in central midfield founded?,1,1
Which British Independent local radio station hosted Foxy and Tom?,1,1
"In between Dartmouth College and Columbia University, which one was established in 1754?",0,1
"Boyd Matson is the former anchor of ""National Geographic Explorer"", an American documentary television series that originally premiered on what network on April 7, 1985?",0,1
"Who was the director of the 1985 West German-Italian war film starring the actor who played the character of ""Bodie"" in the late 1970s - early 1980s British television series ""The Professionals""?",1,1
"Dennis Lyxzén and Mark Hunter, are musicians, and what other mutual occupation?",0,1
What continent does Diego Crosa play football on?,0,1
What connects Reinhard Heydrich and Erich Raeder?,1,1
Nano Cabrera is the cousin of the golfer who the Masters in what year?,1,1
"When was the movie released in 2007 in which ""Let's Go"" song was used?",0,1
What company owns Nevada's second-largest paper?,0,1
"Chris Bosh took over the role of fan favorite, and face/leader of the Raptors from the man who played for what team?",1,1
"Who partnered with the writer of ""Brooklyn By The Sea"" to write the song ""A Teenager in Love""?",0,1
At the 2010 census what was the population of the city where Batdorf & Bronson coffee roaster is located ?,1,1
The Alcatel brand is used under license of the company headquartered in what city?,1,1
"Which Wharton, University of Pennsylvania graduate served as chairman of the largest manufacturer of tractors in the world?",1,1
Is astronomy the subject of both The Mad Magazine Game and the game Space Hop?,1,1
Which county in Kentucky was a prohibition or completely dry county until 2005 and contains this community near La Grange whose residential services are provided by Louisville Gas & Electric?,0,1
The MVP of the 2009 St. Petersburg Bowl was drafted by what NFl team in 2012?,1,1
Who are the creators of the American medical drama television series for which Shelley Meals is a Co-Executive Producer?,0,1
"Jon Ippolito is an artist, educator, new media scholar, and former curator at the Solomon R. Guggenheim Museum, the museum is often referred to as The Guggenheim, is an art museum located at 1071 Fifth Avenue on the corner of East 89th Street in the Upper East Side neighborhood of Manhattan, in which city?",1,1
Who wrote the Irish folk song about Irish moonshine or a beverage traditionally distilled in a small pot still?,1,1
"Frederick Laurence Green, F. L. Green, was a British author who had 14 titles published between 1934 and 1952, and is best known for his 1945 novel, ""Odd Man Out"", and film of the same name, a British film noir set in an unnamed Northern Irish city and directed by Carol Reed, released in which year?",0,1
Who played the fictional character which Luke took over his share of the Underworld factory?,1,1
"Which band was formed first, The Joy Formidable or Deftones?",0,1
"The Derwitzer Glider was a glider that was developed by Otto Lilienthal, a German pioneer of aviation who became known as the ""flying man"", and on which date, his glider stalled and he was unable to regain control?",1,1
Who  is an American actor who starred in a 1996 American comedy film starring Jack Lemmon and James Garner ?,0,1
At which U.S. college do the Cornhuskers play basketball in the Pinnacle Bank Arena?,1,1
Ryōishi Station is a railway that stopped service after what 9.0-9.1 magnitude event?,0,1
Are both Melvin Frank and Justin David Swibel a filmmaker?,1,1
"What was the nationality of Lana Turner's co-star in ""The Three Musketeers""?",0,1
On what date was the Precision Medicine Initiative announced?,1,1
Are Niki Caro and Thomas Vinterberg both film directors?,1,1
"Down East and OK!., are media of which type?",1,1
"Which mine was a gold producer at Yellowknife, Negus Mine or McIntyre Mines?",0,1
 Guardian: The Lonely and Great God starred what BtoB boy group member?,1,1
What city in the province of Connacht is the birthplace of a Gaelic football goalkeeper?,0,1
"Who was a member of more bands, Jesse Leach or Lindsey Buckingham?",0,1
Are the rock bands 12 Stones and The Rubens both from America?,0,1
GMC Terradyne was first unveiled to the public in an annual auto show held at which city ?,1,1
The 2002 Infiniti Pro Series season ended with a champion who later became a scouting assistant for what NFL team?,1,1
Which film starring Jamie Lee Curtis premiered in 1980 and was directed by Paul Lynch?,1,1
"Which band were featured on the soundtrack for the animated film Shrek, Sponge Cola or Smash Mouth?",1,1
Which coast does this trail run along which provides a hiking passage to Kalalau Valley?,1,1
"Jordan Evans worked with Kirk Jerel Randle, better known by which stage name?",0,1
"Which area of England does British fellwalker, and guidebook author write about in his book The Outlying Fells of 56 chapters each describing a walk, sometimes taking in several summits?",1,1
What three time defending female champion has ranked number one in Women's Singles tennis?,1,1
"What year was the essay, which preceeded the book written by Harry G. Frankfurt, released?",1,1
Who composed the soundtrack for T.M. Karthik's debut film?,0,1
What movie that stars the owner of Plan B Entertainment is based on a 1979 novella by Jim Harrison?,1,1
What type of genre do The Bluebells and Monoral have in common?,0,1
"WCCW-FM serves the city with a population of what, as of 2010?",1,1
"The Domestic Violence Offender Gun Ban, is an amendment to the Omnibus Consolidated Appropriations Act of 1997, the act is often referred to as ""the Lautenberg Amendment"" after its sponsor, Senator Frank Lautenberg, was a United States Senator, and member of the Democratic Party, from which state?",0,1
The head of animation at Walt Disney Animation directed a film animated by who?,1,1
Psilogramma wernerbacki is known from this sovereign country consisting of six major islands and over how many smaller islands ,0,1
What number film in the James Bond series was the next to use the title of an Ian Fleming story after the fifteenth?,0,1
Are Jieshou and Xuanwei both county-level cities?,1,1
What profession does Emmanuel Chabrier and Leoš Janáček have in common?,1,1
Do Orson Scott Card and Edgar Cayce share the same nationality?,1,1
Among Phil Collins' production credits in the mid-1980s is No One Is to Blame by which singer?,1,1
Haruka Shimazaki was a member of which Japanese idol girl group that is produced by Yasushi Akimoto?,1,1
"In which year was the drama, based on the true story of the Odones and directed by Australian film director, screenwriter, producer, and former medical doctor, released?",0,1
"Olympique de Marseille almost won the French League for the first time in how many years, having a remarkable run to third place, the most praised player was central defender Daniel Van Buyten, a Belgian former footballer who played as a centre back, nicknamed ""Big Dan""?",0,1
What does the institute that Per Carlqvist attended specialize in?,0,1
When was the band that put out Under the Sign of Hell formed?,1,1
"Darth Bane: Rule of Two, the sequel to a novel, is part of the ""Star Wars"" expanded universe, the novel centers on the young apprentice Darth Zannah, is a member of which major antagonists in the space opera setting of ""Star Wars"", and are depicted as an ancient monastic and academic kraterocratic organization of preternaturally-gifted warriors driven by an agenda of galactic domination and revenge against their forebears, the selfless, knightly Jedi?",0,1
" The 1971 Masters Tournament was the 35th Masters Tournament, held April 8–11 at Augusta National Golf Club, located in Augusta, in which US state?",0,1
What actor starred in Rango and McHale's Navy?,0,1
Corato railway station is in the southern Italian region bordering which sea to its east?,1,1
"Are A Goofy Movie and Nikki, Wild Dog of the North both Disney features?",1,1
"Which company based in Stockton, California, participates in the Labels for Education marketing program?",0,1
The founder of the religious organization that established the Tama-Re village began founding Black Muslim groups in New York in what year?,1,1
Orden Satany was the album produced by the leader of which band?,1,1
what nationality is the man that discovered the NGC 5879 galaxy? ,1,1
"Who is this American rapper, songwriter, record producer, model, and actress from Brooklyn, New York, who worked with DJ Tomekk's on a song that scored Top 10 hit list in Germany along with her other songs?",1,1
"Which of the people replaced by Blake McIver Ewing was born in August 25, 1982?",0,1
When did the campaign of political  repression that Mikhail Demichev was arrested during occur?,1,1
"Who specializes in horror movies, Rob Schneider or Christophe Gans?",0,1
The Missionary is a 1982 British comedy film starring Maggie Smith and an actor that was a member of what comedy group?,1,1
What year was the original member of N.W.A. who founded the record label Villain born? ,1,1
Richard Gasquet and Andrea Hlaváčková were both born in the summer of 1986. Which tennis player is older?,0,1
"Ashley Force Hood, a former Top Fuel drag racer, drives what type of drag car that is known for its tilt-up bodies?",1,1
Who was born first Dan Jacobs or Mel Tormé?,0,1
"Octavia Lenora Spencer, is an American actress and author, Spencer has received acclaim for her work in Zootopia, released in which year, an American 3D computer-animated comedy-adventure film produced by Walt Disney Animation Studios and released by Walt Disney Pictures?",0,1
"What Dr. Who episode was based on a short story written by Moffat entitled ""'What I Did on My Christmas Holidays' By Sally Sparrow"" included a Weeping Angel?",1,1
Who co-wrote Half the Sky with American journalist Nicholas Kristof?,1,1
"In which war did Operation Undertone, a large assault by the US and French Armies and the Battle of Mindanao, fought by the US and allied Filipino guerrillas take place?",1,1
"Who was the director of the 2009 British-American war parody comedy film starring the actor who won an Academy Award for Best Actor for midlife crisis-themed drama ""American Beauty""?",1,1
"Mr. Wong, Detective is a 1938 American crime film directed by William Nigh and starring who, was an English actor who was primarily known for his typecast roles in horror films that depicted the characters Frankenstein and the Mummy?",1,1
What remove psychiatric hospital is a game by J.T. Petty focused on?,0,1
Georgia Tech's fight song contains a reference to a rivalry that dates back to what year?,0,1
What river separates the bourough where Edgar Wood designed his home?,0,1
"""Chocolate"" is a song by English rock band The 1975 featured in a teaser for a film directed by who ?",0,1
What political party did James Madison's second Vice President belong to?,1,1
The Mincome experiment occurred during which number prime minister?,1,1
The 2015 New York Jets season began with the team being coached by which former player who spent 8 years in the NFL as a safety?,1,1
"Mircea Chivu Stadium is a multi-purpose stadium, located in Reșița, Romania, the stadium is named after Mircea Chivu, the father of which Romanian soccer player?",0,1
"The 2014 Texas Tech Red Raiders baseball team represents Texas Tech University in the 2014 college baseball season, the Red Raiders play home games at which home stadium, nicknamed ""The Law"", in Lubbock, Texas?",1,1
The college that Amherst Lord Jeffs represent was founded in what year?,1,1
"Who is the director of the 1994 Tamil film which has the soundtrack Kadhalan, featuring 9 songs composed by an Indian composer, singer-songwriter, and philanthropist born as A. S. Dileep Kumar?",1,1
In the 2010 census what was the population of the County where Roxbury High School is located ?,1,1
Both Isaac Slade and Elizabeth Fraser shared song writing and what other position in their respective bands or solo acts?,1,1
"Who directed the 1964 American Psychological thriller film featuring the actress of ""Endora"" on the TV Show Bewitched? ",1,1
"The singer of ""Sweet Creature"" was a member of what boy band?",0,1
"Blue Ridge was release by Jonathon Edwards and what American bluegrass band from Bethesda, Maryland?",1,1
This American cooking-themed series presentor currently co-hosts a show with who?,0,1
"According to the 2010 census, what was the population of the city in which Hosty Duo is based?",0,1
"What man born as Billy Powel leader of the Seminole in Florida, was of mix parentage including an ethnic group in Ireland, found mostly in the Ulster region and to a lesser extent in the rest of Ireland?",0,1
NanoScale Corporation was founded to develop properties of a university with a main campus in what Kansas city?,0,1
"Radical translation is a thought experiment in ""Word and Object"", a major philosophical work from American philosopher Willard Van Orman Quine, in which year was the work made, in which Quine expands upon the line of thought of his earlier writings in ""From a Logical Point of View"" (1953), and reformulates some of his earlier arguments, such as his attack in ""Two Dogmas of Empiricism"" on the analytic-synthetic distinction?",1,1
Eugene Isaac Meyer was the father of a publisher whose memoir won what in 1998?,1,1
"Which of these cases established the idea of ""informed consent"" to medical procedures: Canterbury v. Spence or Obergefell v. Hodges?",0,1
Which hospital is known to have more services out of Sibley Memorial Hospital and MedStar Georgetown University Hospital?,1,1
How do you say the month of March in Anglo-Saxon?,1,1
When was the operator of the Outerbridge Crossing established?,0,1
Who manufactures the beverage that has commercials with A.C. Murall Mohan?,1,1
"Guy Pedroncini wrote the biography of this man, who ranks as France's oldest head of state?",1,1
What English actor who played the role of Q in James Bond films held a supporting role in The Danish Girl?,0,1
"W. B. Yeats and Halldór Laxness, share which literary type history?",0,1
"Both Janggi and Isola are board-based strategy games; however, which game is played on a 9x10 gameboard similar to Chinese Chess?",1,1
What name was the director of Batman XXX: A Porn Parody given at birth?,0,1
Are both Roberto Devereux and King Priam operas?,1,1
When was the American cartoonist who created Greg Heffley in Diary of a Wimpy Kid born? ,0,1
Are Leucocoryne and Anopterus both plants?,0,1
Murshidabad Medical College and Hospital is a medical institution based in what country?,1,1
"Fringe was a series that included the American actor known for playing what part in ""The Wire""?",1,1
"Princess Eilonwy, is a fictional character in Lloyd Alexander's ""The Chronicles of Prydain"", she also appears  in four of the five novels in the series, as well as Disney's 1985 animated film adaptation of which 1985 American animated dark fantasy adventure film?",0,1
"What is the title of the book co-written by this biologist and author known for ""Higher Superstition"" (1994) on the origins of intelligent design? ",1,1
"Who is Australia's current assistant Minister for Immigration and Border Protection, and a Liberal MP for north-west Sydney?",0,1
"Who is older, Benjamin Grahm or Irving Kahn?",1,1
"In which town was the 1987 American drama film Ironweed, shot on location that featured a 400 acre pastoral cemetery?",1,1
Stephan Ratchford plays for the rugby team that has its home matches at which stadium?,1,1
"Joseph Darlinton served as a politicaion in in Ohio, which is part of what post-American Revolutionary war area?",0,1
What is the name of the area in Santa Clara County in California which is known for being a center for technology with a significant gender gap between the number of men and women employed?,1,1
"What is the birth name of Ryan Lewis's partner on ""This Unruly Mess I've Made""?",1,1
When did the company whose President and Chief Executive Officer is Leslie Moonves began trading on the NYSE?,1,1
"Who was the choreographer for the IP Man movie that's theme focuses on ""Life"" itself?",1,1
What actor first achieved success onstage at the Royal National Theatre and starred in Strange Days? ,0,1
"What is the nationality of the engineer who used to smoke Everest cigarettes while working with the Beatles on ""Abbey Road""?",1,1
Which American rock band is from New Mexico Circa Survive or The Shins?,1,1
What is the middle name of the coach of UMass Minutemen basketball team in the 1992-93 season ?,1,1
what does Sarasota–Bradenton International Airport and Lake Charles Regional Airport have in common?,0,1
What dramatic work does Eugene Onegin and Il trovatore have in common?,1,1
Who performed at Wigmore Hall and is regarded as one of the best lyric baritones of the 20th Century?,0,1
"What was a landmark case regarding the practice of zoning and property rights, Arizona v. United States or Dolan v. City of Tigard ?",1,1
What medal did Sharon Steward win at the 1990 Commonwealth Games?,1,1
One of the musicals John Cullum won Best Leading Actor in a Musical for was a screwball comedy. What was the name of the other?,0,1
Sparks Fly was a song written before which first published Taylor Swift song?,0,1
"What do the films ""Giuliani Time"" and ""Life After People"" have in common?",0,1
What American nonsectarian university awards degrees to Kepler graduates in Rwanda?,0,1
Which city covers nearly 350 square miles and held the 2013 NASCAR Sprint Cup?,1,1
Which Olympic ski jumper is a stunt jumping world record holder for jumping over 6 buses and demonstrated the ski jump on a British television series?,1,1
The Smart Formore and the car codenamed X204 are what kind of cars?,0,1
"Henry Purcell and Paul Hindemith, have which occupation in common?",1,1
"The film ""August Rush"" both stars actor Freddie Highmore and concludes with a major instrumental composition under what name? ",1,1
"What is the name of this American rock band from Nashville, Tennessee that worked with Ben Grosse to mix and produce some of its albums?",0,1
"Which genus is found in open or mountainous habitats, Solenopsis or Origanum?",1,1
John le Carré worked for a UK service bound by what?,0,1
"What is the nationality of the woman who performed ""A Message to Your Heart"" at the Eurovision Song Contest in 1991?",1,1
Do John Carl Buechler and Mikhail Romm share the same nationality?,0,1
"Which singer is from South Korea, Seo Min-woo or John Mayer?",0,1
"What year was the romantic comedy filmed starring a Primetime Emmy Award winner for her work on the ""The Handmaid's Tale""?",1,1
"Is it true that both Lionel Barrymore and Carlos Reygadas are famous for their roles in ""A Christmas Carol""?",1,1
"The Murder at Cherry Hill occurred in 1827 near Albany, New York, when John Whipple was shot and killed at Cherry Hill, a historic house located on South Pearl Street (New York State Route 32) in Albany, New York, in which country?",1,1
"Wanaka Airport no longer has scheduled commercial flights, with Air New Zealand, a company based in what city, having ceased flights to the airport in 2013?",1,1
What number president was the person who was supported by Deadheads for Obama?,0,1
Are both Weifang and Nyingchi prefecture-level cities?,1,1
The Dr. Wesley Blaisdell House is located in the hamlet on what route?,1,1
Lars Kristinus Larsen is the founder of the largest Danish retailer operating internationally with stores in how many countries?,1,1
Are Gao Xingjian and Henry James both famous authors? ,1,1
"What was the 1977 debut album of the singer who named her tour the ""Hide Your Heart Tour?""",0,1
Who was inspired by the 2005 computer animated short film ''9'' to produce the film ''9'' in 2009 directed by Shane Acker?,1,1
one of the stars of Sioux City Sue was the voice actor for which movie ,0,1
"Gerald Bernard Huth, was an American football guard in which sports organization, for three teams, including the Minnesota Vikings, an American football team based in Minneapolis, Minnesota?",0,1
What type of church did this American author found who claimed the ideas of Dianetics originated in the 1920s and 1930s?,1,1
What were the group of four perpetrators convicted for the crimes depicted in Il mostro di Firenze known as?,0,1
The Blackburn Rovers F.C. striker from Bayern Munich is a Paraguayan footballer and the the sixth Paraguay national team player to reach what?,0,1
"The Church of St. Martin in Landshut is a medieval church in the German city located in the state of Bavaria, it is also the 2nd tallest brick structure in the world (after Anaconda Smelter Stack), made without steel supports, the Anaconda Smelter Stack is a brick smoke stack, once part of the smelter of which organization, at Anaconda, Montana in the United States?",0,1
Which of the dancers that Troy Kinney worked with introduce eastern ideas into the art?,1,1
"A felid hybrid is any of a number of hybrid between various species of the cat family, Felidae, there are no known hybrids between the ""Neofelis"", Neofelis is a genus comprising two extant felid species, from which location?",1,1
When was the singer of Paper or Plastic born?,1,1
Where was the location of the first settlement in this province in which Phillip Calvert was a Governor?,0,1
"Which was formerly known as something else, Women's Running or Playgirl?",0,1
"In the 1994 American animated musical film The Lion King, Jonathan Taylor Thomas was featured as the voice of what character?",0,1
"Batkid is the superhero name of Miles Scott, an American child and cancer survivor, his wish was to be ""Batkid"", a sidekick of which eponymous fictional comic book superhero, appearing in American comic books published by DC Comics, and the subject of books, radio, television, and films?",1,1
Which of the following directed over 50 films from 1921 to 1946 including The Power and the Glory: William K. Howard or Chantal Akerman?,0,1
South Australia's smallest electorate is the home of what football club?,0,1
"Which choir collaborated on a mix tape that was produced among others by the group The Social Experiment and that featured the song ""Angels""?",0,1
"Which film starring Bob Hoskins, Christopher Lloyd, and others, spawned a series of short films from 1998 to 1993?",1,1
"What is the birthdate of this American musician, who sings with Alice in Chains on the album A Looking in View?",0,1
"In which city is this luxury hotel, casino, and spa resort located where the concert Johnny Mathis: Wonderful, Wonderful! was recorded?",0,1
Did Skin and Laura Stoica both sing?,0,1
The birthplace of Bernhard Cathrinus Pauss is the capital of which county in Norway?,0,1
"The 2012–13 FC Bayern Munich season was the 114th season in the club's history and the 48th consecutive season in the top flight of German football, the Bundesliga, since the promotion of the team from the Regionalliga Süd in 1965, before the start of the season, Bayern signed which Brazilian professional footballer who plays for French Ligue 1 club Nice, commonly known as who?",1,1
"Kim Yeong-cheol had a role as a gngster boss in a 2005 South Korean gangster action drama film that was written by Kim Jee-woon, and starred who?",1,1
The Forde Inquiry was an inquiry into child abuse in a state bordered by the Coral Sea and what ocean?,0,1
"What is the real name of the musician who released the album ""Actor"" ?",1,1
"In which year was the composer of Choir of Sidney Sussex College, Cambridge born?",1,1
55 Hudson Yards and 1221 Avenue of the Americas are both locataed in which New York City?,1,1
"The music program ""Yesterday"" was named after a song from what Beatles album?",0,1
"Who was born in 28 September 1957 and held the position of The Minister of State for Policing, Fire and Criminal Justice?",0,1
"In what year was the actress and comedian who starred with Sandra Bullock, Ryan Reynolds, Mary Steenburgen, and Craig T. Nelson in the film ""The Proposal"" born?",1,1
"Lawrence D. Cohen's Carrie:The Musical is an adaptation of Stephen King's novel, which centers around a socially awkward teenage girl with what newly discovered powers?",1,1
"Pylon and Bullet for My Valentine, is what type of musical organization?",1,1
What city does Chelsea Walls and Hotel Chelsea have in common?,0,1
"Which group released the album Good Morning Vietnam 2: The Golden Triangle which features samples from the film ""American Gangster""?",0,1
Did the movies The Castaway Cowboy and The Straight Story come out in the same year?,1,1
"Which opera has more acts, Les Huguenots or Eugene Onegin?",0,1
"In 2016, Dave Allen took on a Cuban boxer with what nickname?",0,1
What is the annual revenue of the corporation which owns Rio Secco Golf Club?,1,1
are Richard Yates and Ernest J. Gaines both Americans ?,0,1
"What modern Japanese martial art was developed by Morihei Ueshiba, often referred to as""the founder"" ""Kaiso"" or ""Ōsensei""?",0,1
Which two halls of fame were both Walter Payton and Mike Ditka members of?,0,1
"Skylar Grey (formerly Holly Brook), co-wrote three versions of what song that was later recorded by American rapper Eminem?",1,1
"During United States Senate election in Michigan, 2012, the Republican party nominated this politician who represented Michigan's which district from in 1995?",0,1
"Who made more movies after 1939, Albert Ray or Melvin Frank?",1,1
"Darleen Carr has two sisters, one is Shannon Farnon, the other was best known for her role in the 1965 film version of what?",0,1
"Grundy NewBrain and Bally Astrocade, are types of electronics?",0,1
"""I Want It' is the debut single released by a singer that went to what college?",0,1
What division did the USNA's football team play in during 1976?,1,1
What is the full name of the tract that gave rise to the words quoted in the title of the British sitcom Upstart Crow?,0,1
Who was the Chicago Bear's coach that was also the head coach of the University of Pittsburgh football team from 2005 to 2010?,0,1
Who was the husband of the the English novelist whose work provided the basis for a series of films which includes Frankenstein Meets the Wolf Man?,0,1
"What camp, started by the United States War Department was used as a military training facility and a detention for American citizens of Japanese descent located in New York?",1,1
Which 1972 skating competition included a skater who won in the 1976 Olympics?,0,1
The global investment firm that Bernardo Hees is a partner with was founded in what year?,0,1
WHAT ADVENTURE THEME PARK HAS AN AREA THEMED AFTER A FILM PRODUCED BY PIXAR ANIMATION?,1,1
Where was the biggest department store which IBM Printer Model 4 headquartered? ,0,1
What type of schools are both Carre's Grammar School and Kesteven and Sleaford High School?,1,1
"The Pacifier was directed by what American film director who was a judge on seasons 3-10 of the television program ""So You Think You Can Dance""?",0,1
"Which university offers more types of degrees, the University of Engineering and Technology, Lahore or California State University, Sacramento?",1,1
Choi Seung-hyun composed the song Doom Dada with who?,0,1
"Lechenaultia and Corokia, are native to which country?",1,1
Who is the senior minister at the Department of Rural and Community Development for the cabinet that exercises executive authority in the Republic of Ireland?,1,1
Which charismatic Jewish American mobster created the Cohen crime family in the early 1930s? ,1,1
What kind of institution does NOHA and Erasmus Programme have in common?,1,1
"The album which has ""Something in the Way"" and is Nirvana's first album to Dave Grohl was released on what date?",1,1
Who was the host of the show that featured Lodune Sincaid?,1,1
"""911 / Mr. Lonely"" is a song by American rapper Tyler, The Creator, it was released on June 30, 2017, as the lead singles from his fourth studio album ""Flower Boy"", by which American rapper?",0,1
What 1993 Disney movie starring Elijah Wood was based on a Mark Twain novel?,1,1
Edward Arthur Seykota earned a S.B. degree in Electrical Engineering from a univeristy located in what city?,0,1
which American football coach led USC Trojans football team,0,1
A large tributary of the Clearwater River flows within a forest with how many acres?,1,1
Is the Nipponanthemum or Graptopetalum native to Japan?,1,1
When was the Russian librettist whose work was used in the opera Dubrovsky born?,1,1
Fabiola Jeimmy Tahíz Aburto  represented Guatemala at a pageant where how many contestants competed for the crown?,1,1
The country that has the Guéréda Airport is bordered to the north by which country?,1,1
The Pahute Mesa's southeast region lies in what was formerly known as what?,0,1
Tom Brown's Schooldays is a 1971 television serial adaptation of a novel by an author who died in waht year?,0,1
"When did the artist of ""Rock 'n' Roll Million Sellers"" success begin to wane?",0,1
What former Miss Massachusetts book was made into a made-for-TV film?,1,1
