question,context,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_l,Accuracy_pred,Accuracy_ref
Who was the body double for Emilia Clarke playing Daenerys Targaryen in Game of Thrones?,"Rosie Mac (born 12 February 1997) is an actress, model and singer from England. She was the body double for Emilia Clarke in her portrayal of Daenerys Targaryen in season five of the HBO series ""Game of Thrones"".Daenerys Targaryen is a fictional character in George R. R. Martin's ""A Song of Ice and Fire"" series of novels, as well as the television adaptation, ""Game of Thrones"", where she is portrayed by Emilia Clarke.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The sultan who ordered the extermination of specific Armenian districts in the Ottoman Empire in 1895 ws deposed on what date?," In early 1895, Sultan Abdul Hamid II ordered the extermination of specific Armenian districts in the Ottoman Empire. He ruled from 31 August 1876 until he was deposed shortly after the 1908 Young Turk Revolution, on 27 April 1909.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What 2002 Walt Disney film starring Dennis Quaid features the single ""Slow Turning""?"," The single ""Slow Turning"" was also featured in the 2002 motion picture drama the ""The Rookie"" which starred Dennis Quaid.The Rookie is a 2002 sports drama film directed by John Lee Hancock and produced by Walt Disney Pictures.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What forensic psychiatrist consulted on numbers cases including one for a contract killer associated with the DeCavalcante crime family?,"Park Dietz (born 1948) is a forensic psychiatrist who has consulted or testified in many of the highest profile US criminal cases including Joel Rifkin, Arthur Shawcross, Jeffrey Dahmer, The Unabomber, Richard Kuklinski, the Beltway sniper attacks, and Jared Lee Loughner. He was associated with members of the American Mafia, namely the DeCavalcante crime family of Newark, New Jersey, and the Five Families of New York City.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which act did the band Twenty Twenty support who began her career starring in the children's television series ""Barney & Friends""?"," The band have supported acts such as The Wanted, The Saturdays, Avril Lavigne, Scouting For Girls, Big Time Rush and Selena Gomez. Gomez began her career starring in the children's television series ""Barney & Friends"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
] Berclair is an unincorporated community 3 mi west of a city whose name is derived from a Chockaw phrase meaning what?,"Berclair is an unincorporated community located in Leflore County, Mississippi, United States. Berclair is approximately 3 mi west of Itta Bena.Itta Bena is a city in Leflore County, Mississippi, United States. The town's name is derived from the Choctaw phrase ""iti bina"", meaning ""forest camp"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which American actor and writer produced To Be or Not to Be,"To Be or Not to Be is a 1983 American war comedy film directed by Alan Johnson and produced by Mel Brooks.Mel Brooks (born Melvin Kaminsky; June 28, 1926) is an American actor, writer, producer, director, comedian, and composer.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What is the name of the organisation responsible for hiring an attorney to represent the relatives of an individual who was shot dead by FBI agent Aaron McFarlane in May 2013?," Cohen was hired by the Council on American–Islamic Relations (CAIR) to represent the family of Ibragim Todashev, an unarmed Chechen shot to death while being questioned by the FBI in relation to the Boston Marathon bombing. At his apartment in Orlando, Florida, he was shot dead by FBI agent Aaron McFarlane during a police interview on May 22, 2013.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What American quarterback for the Vikings worked with Terry Shea?," Most recently he worked with Robert Griffin III ""RG3"" (2nd overall pick 2012), Blaine Gabbert (10th overall pick 2011), Sam Bradford (1st overall pick 2010), Matthew Stafford (1st overall pick 2009), and Josh Freeman (17th overall pick 2009.Samuel Jacob Bradford (born November 8, 1987) is an American football quarterback for the Minnesota Vikings of the National Football League (NFL).",FAIL,PASS,0,0,0,0,0,0
WereMaurice Elvey and Arthur Lubin both from the USA? ,"Maurice Elvey (11 November 1887 – 28 August 1967) was the most prolific film director in British history.Arthur Lubin (July 25, 1898 – May 12, 1995) was an American film director and producer who directed several ""Abbott & Costello"" films, ""Phantom of the Opera"" (1943), the ""Francis the Talking Mule"" series and created the talking-horse TV series ""Mister Ed"".",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Who was born first,  Rómulo Gallegos or Beatrix Potter?","Rómulo Ángel del Monte Carmelo Gallegos Freire (2 August 1884 – 5 April 1969) was a Venezuelan novelist and politician.Helen Beatrix Potter (28 July 186622 December 1943) was an English writer, illustrator, natural scientist, and conservationist best known for her children's books featuring animals, such as those in ""The Tale of Peter Rabbit"".",FAIL,PASS,0,0,0,0,0,0
Nymagee is a small town near what town in the center of New South Wales?,"Nymagee is a small town in the north west of New South Wales, 618 km north west of Sydney, 130 km south west of Nyngan and 89 km south of Cobar.Nyngan [pr: ning-gan] is a town in the centre of New South Wales, Australia, in the Bogan Shire local government area within the Orana Region of central New South Wales.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who was Nicholas II of Russia's father?,"The Alexander III Commemorative egg is a jewelled enameled Easter egg made under the supervision of the Russian jeweller Peter Carl Fabergé in 1909, for Nicholas II of Russia, who presented it to his mother, the Dowager Empress Maria Feodorovna.Maria Feodorovna (26 November 1847 – 13 October 1928), born Princess Dagmar of Denmark, was a Danish princess and Empress of Russia as spouse of Emperor Alexander III (reigned 1881–1894).",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Da'Sean Butler was drafted 42nd overall by the Miami Heat in an NBA draft held at what venue?," Butler was drafted 42nd overall by the Miami Heat in the 2010 NBA draft.The 2010 NBA draft was held on June 24, 2010, at the Theatre at Madison Square Garden in New York City, New York.",FAIL,PASS,0,0,0,0,0,0
"What is the name of the Tindersticks' soundtrack for which the film, written by Denis and Jean-Pol Fargeau, is also named?","Trouble Every Day is the name of Tindersticks' soundtrack to French director Claire Denis's 2001 film ""Trouble Every Day"".Trouble Every Day is a 2001 French erotic horror film directed by Claire Denis and written by Denis and Jean-Pol Fargeau.",FAIL,PASS,0,0,0,0,0,0
What does the L stand for in Patriot Games star Samuel L. Jackson's name?," The cast also includes Sean Bean, Patrick Bergin, Thora Birch, Samuel L. Jackson, James Fox, and Richard Harris.Samuel Leroy Jackson (born December 21, 1948) is an American actor and film producer.",FAIL,PASS,0,0,0,0,0,0
The Dark Side: Secrets of the Sports Dopers was a documentary that accused the Green Bay Packers player of what position of using PEDs?,"The Dark Side: Secrets of the Sports Dopers is a documentary episode of Al Jazeera Investigates released by Al Jazeera English and Al Jazeera America which investigated professional athletes' potential use of Performance-enhancing drugs (PEDs) naming Peyton Manning and other prominent athletes like Ryan Howard, Ryan Zimmerman, James Harrison, and Clay Matthews III.William Clay Matthews III (born May 14, 1986) is an American football outside linebacker for the Green Bay Packers of the National Football League (NFL).",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Jesus Jones and The 77s both rock bands?,"Jesus Jones are a British alternative rock band from Bradford-on-Avon in Wiltshire, formed in late 1988, recorded and performed in the late 1980s into the 2000s.The 77s (alternatively spelled The Seventy Sevens or The 77's) are an American rock band consisting of Michael Roe on vocals/guitar, Mark Harmon on bass and Bruce Spencer on drums.",FAIL,PASS,0,0,0,0,0,0
"What is the publishing year of this children's book written and illustrated by Dr. Seuss, in which the featured characted was also part of a book ""Horton Hatches the Egg""?","Horton the Elephant is a fictional character from the 1940 book ""Horton Hatches the Egg"" and 1954 book ""Horton Hears a Who!Horton Hears a Who! is a children's book written and illustrated by Theodor Seuss Geisel under the pen name Dr. Seuss and was published in 1954 by Random House.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
How many more non-commissioned officers were there than officers?,"The total number of active military personnel in the Croatian Armed Forces stands at 14,506 and 6,000 reserves working in various service branches of the armed forces. In May 2016, Armed Forces had 16,019 members, of which 14,506 were active military personnel and 1,513 civil servants. Of the 14,506 active military personnel, 3,183 were officers, 5,389 non-commissioned officers, 5,393 soldiers, 520 military specialists, 337 civil servants and 1,176 other employees.",FAIL,PASS,0,0,0,0,0,0
"Michael Ralph DeVito (born June 10, 1984) is a former American football defensive end, he  the National Football League (NFL), DeVito attended high school at Nauset Regional High School an NEASC accredited high school located in North Eastham, in which state?"," DeVito attended high school at Nauset Regional High School in Eastham, Massachusetts.Nauset Regional High School an NEASC accredited high school located in North Eastham, Massachusetts.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Was The Really Nasty Horse Racing Game or Terra Mystica published first?,"The Really Nasty Horse Racing Game is a board game combining luck and tactics. It was designed by Simon Knock in 1987. The game was first published by Feuerland Spiele in Germany in 2012, and was later published in English and French by Zman Games and Filosofia Édition in 2013.",PASS,FAIL,0,0,0,0,0,0
Cooper pairs were first described by an American physicist born in what year?,"In condensed matter physics, a Cooper pair or BCS pair is a pair of electrons (or other fermions) bound together at low temperatures in a certain manner first described in 1956 by American physicist Leon Cooper.Leon N Cooper (born February 28, 1930) is an American physicist and Nobel Prize laureate, who with John Bardeen and John Robert Schrieffer, developed the BCS theory of superconductivity.",FAIL,PASS,0,0,0,0,0,0
What was the profession of the regular panelist on the British television panel game show It's Only a Theory?, It was conceived by and starred Andy Hamilton and featured Reginald D. Hunter as a regular panelist.Reginald Darnell Hunter (born 26 March 1969) is an American stand-up comedian based in the United Kingdom.,PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What city does Artūras Gudaitis playi n?,"Artūras Gudaitis (born 19 June 1993) is a Lithuanian professional basketball player for Olimpia Milano of the Italian LBA. Standing at 6 ft , he plays at the center position.Pallacanestro Olimpia Milano, also known as AX Armani Exchange Olimpia Milano after its title sponsor, is an LBA Italian professional basketball team, based in Milan, Italy.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What kind of alcoholic drink does Stinger and Lynchburg Lemonade have in common?,"A stinger is a duo cocktail made by adding crème de menthe to a spirit.A Lynchburg Lemonade is a cocktail and long drink made with, among other ingredients, Jack Daniel's Tennessee whiskey.",FAIL,PASS,0,0,0,0,0,0
Christopher Lynch is a former CEO of a company that manages and develops urban toll road networks in which countries?,Christopher Lynch is an Australian businessman and former CEO of Transurban Ltd and also a member of the AFL Commission.Transurban manages and develops urban toll road networks in Australia and North America.,PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which musician, Edwyn Collins or Jimmie Ross, played the bass guitar?"," Collins was the lead singer for the 1980s post-punk band Orange Juice, which he co-founded.Jimmie Ross is an American rock guitarist and vocalist who is best known for being a member of Pittsburgh band the Jaggerz, known for their 1970 hit ""The Rapper"". During the band's initial existence of 1965-1976, the bassist shared the duties of lead vocalist with guitarist Donnie Iris.",PASS,FAIL,0,0,0,0,0,0
Wait Till Next Year is a 1988 memoir by Mike Lupica an an American novelist who has won how many Academy Awards?,"Wait Till Next Year is a 1988 memoir by Mike Lupica and William Goldman.William Goldman (born August 12, 1931) is an American novelist, playwright, and screenwriter. He has won two Academy Awards for his screenplays, first for the western ""Butch Cassidy and the Sundance Kid"" (1969) and again for ""All the President's Men"" (1976), about journalists who broke the Watergate scandal of President Richard Nixon.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
